TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
VBBR3;21,84;7,84;2,67;1,20;0,51;5,06;7,55;5,33;1,89;2,63;0,73;0,46;0,14;1,67;-1,06;2,50;44,82;19,26;25,65;0,43;0,57;3,61;10,76;23,45;160.344.103,40;18,25;8,18;0,01;24.550.860.000,00
VITT3;5,62;7,53;12,01;1,38;0,94;33,24;9,49;9,08;11,50;13,49;1,88;0,23;1,09;2,39;-2,38;2,81;11,50;7,79;8,66;0,68;0,32;0,86;;;1.495.486,15;4,07;0,47;-0,35;852.280.482,06
VIVA3;23,79;1,57;11,28;2,58;1,63;68,63;22,95;20,40;10,03;9,86;-0,19;-0,05;2,30;3,93;-4,24;3,06;22,91;14,46;22,52;0,63;0,37;0,71;;;85.205.806,55;9,20;2,11;0,37;5.633.316.790,65
VIVR3;1,29;;-0,83;0,53;0,17;33,15;-46,04;-49,28;-0,89;-1,43;-0,53;0,31;0,41;0,80;-0,31;1,79;-64,01;-19,98;-43,40;0,31;0,69;0,41;-3,94;;102.601,95;2,39;-1,53;0,03;49.492.245,78
VIVT3;51,52;3,24;15,82;1,23;0,69;44,11;15,50;9,83;10,03;11,40;1,36;0,17;1,55;127,19;-0,85;1,03;7,80;4,34;8,63;0,56;0,44;0,44;3,69;-9,62;104.344.424,25;41,80;3,26;0,87;85.273.559.376,00
VIVT4;45,34;;13,91;1,08;0,60;44,11;15,50;9,83;8,82;11,40;1,36;0,17;1,37;111,89;-0,75;1,03;7,80;4,34;8,63;0,56;0,44;0,44;3,69;-9,62;;41,80;3,26;0,76;85.273.559.376,00
VLID3;25,00;7,65;5,83;1,22;0,73;36,36;21,93;15,95;4,24;4,36;0,11;0,03;0,93;2,12;-1,55;2,87;20,92;12,52;18,81;0,60;0,39;0,78;5,40;28,71;11.430.928,40;20,64;4,32;0,08;2.064.731.741,25
VSPT3;5,00;;-1,28;0,44;0,15;21,10;-8,21;-14,35;-2,23;-2,12;0,12;-0,02;0,18;2,57;-0,17;1,85;-34,74;-11,66;-20,67;0,34;0,66;0,81;7,66;;0,00;11,27;-3,91;0,02;714.038.920,00
VSPT4;0,00;;0,00;0,00;0,00;21,10;-8,21;-14,35;0,00;-2,12;0,12;-0,02;0,00;0,00;0,00;1,85;-34,74;-11,66;-20,67;0,34;0,66;0,81;7,66;;;11,27;-3,91;0,00;714.038.920,00
VSTE3;9,45;0,50;-662,96;1,04;0,66;64,31;2,92;-0,15;34,02;43,19;8,80;0,27;0,99;5,32;-0,94;1,69;-0,16;-0,10;0,57;0,63;0,37;0,66;-2,26;;226.883,75;9,05;-0,01;6,58;1.088.704.870,50
VTRU3;7,98;;;;;;;;;;;;;;;;;;;;;;;;1.343.136,83;;0,00;;1.077.404.596,84
VULC3;16,04;18,85;8,08;2,15;1,45;42,23;19,42;18,59;7,74;7,59;-0,19;-0,05;1,50;3,04;-5,42;2,87;26,61;17,92;22,00;0,67;0,33;0,96;17,67;29,09;9.714.137,45;7,46;1,99;-2,39;4.430.205.215,72
VVEO3;2,01;6,69;-10,77;0,22;0,06;13,91;0,36;-0,53;15,73;65,73;50,15;0,70;0,06;0,20;-0,15;2,21;-2,03;-0,59;-5,18;0,29;0,71;1,12;;;7.428.290,95;9,34;-0,19;0,08;652.097.628,16
WEGE3;53,90;1,39;37,14;11,47;6,23;25,74;20,18;17,06;31,39;30,93;-0,43;-0,16;6,33;21,71;-18,01;1,78;30,89;16,78;25,75;0,54;0,44;0,98;22,11;35,41;313.124.890,85;4,70;1,45;2,11;226.067.547.372,28
WEST3;0,70;;-1,94;0,34;0,25;39,10;-29,99;-21,92;-1,42;0,66;2,07;-0,49;0,42;0,63;-0,60;2,94;-17,29;-12,68;-23,20;0,73;0,27;0,58;10,76;;47.225,60;2,09;-0,36;0,06;77.765.440,20
WHRL3;4,07;13,33;10,87;2,44;0,64;17,22;8,25;4,49;5,91;4,86;-1,15;-0,47;0,49;11,61;-2,20;1,08;22,49;5,88;23,54;0,26;0,74;1,31;13,15;25,53;12.106,00;1,67;0,37;0,19;6.211.156.067,22
WHRL4;4,27;13,98;11,40;2,56;0,67;17,22;8,25;4,49;6,20;4,86;-1,15;-0,47;0,51;12,18;-2,30;1,08;22,49;5,88;23,54;0,26;0,74;1,31;13,15;25,53;43.769,35;1,67;0,37;0,20;6.211.156.067,22
WIZC3;5,84;4,22;5,20;1,56;0,37;63,22;42,94;14,23;1,72;1,88;0,16;0,15;0,74;-6,00;-0,47;0,77;29,99;7,19;23,58;0,24;0,49;0,51;13,90;0,22;2.115.023,60;3,75;1,12;0,06;930.660.381,24
WLMM3;26,84;3,93;7,01;1,32;0,91;11,25;6,76;4,26;4,41;4,92;0,25;0,07;0,30;2,41;-2,36;2,56;18,89;12,93;16,34;0,68;0,32;3,04;25,90;54,05;3.217,00;20,28;3,83;0,22;1.036.304.789,30
WLMM4;29,81;3,89;7,78;1,47;1,01;11,25;6,76;4,26;4,90;4,92;0,25;0,07;0,33;2,68;-2,62;2,56;18,89;12,93;16,34;0,68;0,32;3,04;25,90;54,05;17.087,70;20,28;3,83;0,24;1.036.304.789,30
YDUQ3;10,09;2,71;14,19;0,91;0,31;60,34;14,59;3,87;3,77;9,35;5,58;1,34;0,55;3,12;-0,41;1,70;6,40;2,18;8,50;0,34;0,66;0,56;7,30;-20,42;44.856.820,80;11,13;0,71;1,51;2.925.579.172,12
ZAMP3;2,77;;-12,37;0,90;0,26;66,21;5,57;-2,11;4,69;8,36;3,65;0,70;0,26;35,84;-0,36;1,03;-7,31;-2,11;8,38;0,29;0,71;1,00;10,35;;1.505.822,30;3,07;-0,22;0,60;1.135.346.962,05
